ID,Label,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Class Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent ,Equivalent ,Individual
http://purl.org/ExPaNDS/PaNTO#EUV.photon.probe,EUV photon probe,,,,,owl:Class,subclass,VUV photon probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.probe,x-ray probe,,,,,owl:Class,subclass,photon probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#hard.x-ray.probe,hard x-ray probe,,,,,owl:Class,subclass,x-ray probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#tender.x-ray.probe,tender x-ray probe,,,"Energy is between hard and soft x-ray, e.g. sulphur K edge",,owl:Class,subclass,x-ray probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#soft.x-ray.probe,soft x-ray probe,,,,,owl:Class,subclass,x-ray probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#neutron.probe,neutron probe,,,,,owl:Class,subclass,defined by experimental probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#thermal.neutron.probe,thermal neutron probe,,,,,owl:Class,subclass,neutron probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#hot.neutron.probe,hot neutron probe,,,,,owl:Class,subclass,thermal neutron probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#cold.neutron.probe,cold neutron probe,,,,,owl:Class,subclass,thermal neutron probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#monochromatic.neutron.probe,monochromatic neutron probe,,,,,owl:Class,subclass,neutron probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#pulsed.neutron.TOF.probe,pulsed neutron TOF probe,,,,,owl:Class,subclass,neutron probe,pulsed probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#muon.probe,muon probe,,,,,owl:Class,subclass,defined by experimental probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#solid.probe,solid probe,,,,,owl:Class,subclass,defined by experimental probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#defined.by.experimental.physical.process,defined by experimental physical process,,,A technique defined by a physical process,,owl:Class,subclass,photon and neutron technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#nonlinear.interaction,nonlinear interaction,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#scattering.technique,scattering technique,,,Any phenomenon where a particle of the same type as the probe is emitted,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#elastic.scattering,elastic scattering,,,,,owl:Class,subclass,scattering technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#diffuse.scattering,diffuse scattering,,,,,owl:Class,subclass,elastic scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#diffraction,diffraction,,,,https://en.wikipedia.org/wiki/Diffraction,owl:Class,subclass,elastic scattering,,,,,CHMO:0000182,https://www.wikidata.org/wiki/Q133900,
http://purl.org/ExPaNDS/PaNTO#coherent.diffraction,coherent diffraction,,,Probe is highly coherent over illuminated sample,,owl:Class,subclass,diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#reference.beam,reference beam,,,e.g. holography,,owl:Class,subclass,diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#atomic.scale.diffraction,atomic scale diffraction,,,essential diffracting structure(s),,owl:Class,subclass,diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#atomic.scale.diffraction.3D.volume,atomic scale diffraction 3D volume,,,,,owl:Class,subclass,atomic scale diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#atomic.scale.diffraction.3D.volume.3D.periodic,atomic scale diffraction 3D volume 3D periodic,,,,,owl:Class,subclass,atomic scale diffraction 3D volume,,,,,,,
http://purl.org/ExPaNDS/PaNTO#single.crystal.diffraction,single crystal diffraction,,,,,owl:Class,subclass,atomic scale diffraction 3D volume 3D periodic,,,,,,,
http://purl.org/ExPaNDS/PaNTO#powder.diffraction,powder diffraction,,,,,owl:Class,subclass,atomic scale diffraction 3D volume 3D periodic,,,,,,,
http://purl.org/ExPaNDS/PaNTO#atomic.scale.diffraction.2D.surface.or.film,atomic scale diffraction 2D surface or film,,,,,owl:Class,subclass,atomic scale diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#micro.scale.diffraction,micro scale diffraction,,,,,owl:Class,subclass,diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#incoherent.scattering,incoherent scattering,,,,,owl:Class,subclass,scattering technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#inelastic.scattering,inelastic scattering,,,,,owl:Class,subclass,incoherent scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#quasielastic.scattering,quasielastic scattering,,,,,owl:Class,subclass,inelastic scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#high.momentum.transfer.scattering,high momentum transfer scattering,,,,,owl:Class,subclass,scattering technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#low.momentum.transfer.scattering,low momentum transfer scattering,,,,,owl:Class,subclass,scattering technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#ultra.low.momentum.transfer.scattering,ultra low momentum transfer scattering,,,,,owl:Class,subclass,low momentum transfer scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#low.surface.momentum.transfer.scattering,low surface momentum transfer scattering,,,,,owl:Class,subclass,scattering technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#high.momentum.transfer.resolution.scattering,high momentum transfer resolution scattering,,,,,owl:Class,subclass,scattering technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#emission.technique,emission technique,,,Independent of probe; Classed also as scattering if the probe and emitted particles are of the same type; disjoint with eleastic scattering,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#coherent.emission.technique,coherent emission technique,,,,,owl:Class,subclass,emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#high.energy.resolution.emission.technique,high energy resolution emission technique,,,,,owl:Class,subclass,emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#photon.emission.technique,photon emission technique,,,,,owl:Class,subclass,emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#visible.photon.emission.technique,visible photon emission technique,,,,,owl:Class,subclass,photon emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.emission.technique,x-ray emission technique,,,,,owl:Class,subclass,photon emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#gamma-ray.emission.techique,gamma-ray emission techique,,,,,owl:Class,subclass,photon emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#electron.emission.technique,electron emission technique,,,,,owl:Class,subclass,emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#ion.emission.technique,ion emission technique,,,,,owl:Class,subclass,emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#absorption.technique,absorption technique,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#propagation.technique,propagation technique,forward scattering technique,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#refraction.technique,refraction technique,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#reflection.technique,reflection technique,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#resonance.phenomenon,resonance phenomenon,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#resonant.scattering,resonant scattering,,,,,owl:Class,subclass,resonance phenomenon,scattering technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#nuclear.resonance,nuclear resonance,,,,,owl:Class,subclass,resonance phenomenon,,,,,,,
http://purl.org/ExPaNDS/PaNTO#muon.spin.resonance,muon spin resonance,MuSR,,,,owl:Class,subclass,resonance phenomenon,,,,,,,
http://purl.org/ExPaNDS/PaNTO#spin.echo.technique,spin echo technique,,,,,owl:Class,subclass,resonance phenomenon,,,,,,,
http://purl.org/ExPaNDS/PaNTO#electronic.excitation,electronic excitation,,,,,owl:Class,subclass,resonance phenomenon,,,,,,,
http://purl.org/ExPaNDS/PaNTO#atomic.core.excitation,atomic core excitation,,,,,owl:Class,subclass,electronic excitation,,,,,,,
http://purl.org/ExPaNDS/PaNTO#photo.excitation,photo excitation,,,,,owl:Class,subclass,electronic excitation,,,,,,,
http://purl.org/ExPaNDS/PaNTO#magnetism.technique,magnetism technique,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#chiral.determination,chiral determination,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#dispersive.technique,dispersive technique,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#interferometry.technique,interferometry technique,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#force.measurement,force measurement,,,,,owl:Class,subclass,defined by experimental physical process,,,,,,,
http://purl.org/ExPaNDS/PaNTO#defined.by.functional.dependence,defined by functional dependence,,,A technique defined by its functional dependence,,owl:Class,subclass,photon and neutron technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.energy,versus energy,,,,,owl:Class,subclass,defined by functional dependence,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.incident.energy,versus incident energy,,,,,owl:Class,subclass,versus energy,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.emitted.energy,versus emitted energy,,,,,owl:Class,subclass,versus energy,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.emission.momentum,versus emission momentum,,,,,owl:Class,subclass,versus emitted energy,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.emission.mass,versus emission mass,,,,,owl:Class,subclass,defined by functional dependence,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.energy.loss,versus energy loss,,,,,owl:Class,subclass,versus energy,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.momentum.transfer,versus momentum transfer,,,,,owl:Class,subclass,defined by functional dependence,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.polarization,versus polarization,,,,,owl:Class,subclass,defined by functional dependence,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.emitted.polarization,versus emitted polarization,,,,,owl:Class,subclass,versus polarization,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.photon.linear.polarization,versus photon linear polarization,,,,,owl:Class,subclass,versus polarization,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.photon.circlar.polarization,versus photon circlar polarization,,,,,owl:Class,subclass,versus polarization,,,,,,,
http://purl.org/ExPaNDS/PaNTO#verus.position,verus position,,,,,owl:Class,subclass,defined by functional dependence,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.time,versus time,,,,,owl:Class,subclass,defined by functional dependence,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.time.ultrafast,versus time ultrafast,,,,,owl:Class,subclass,versus time,,,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.probe,scanning probe,,,,,owl:Class,subclass,defined by experimental probe,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.sample.state,versus sample state,,,,,owl:Class,subclass,defined by functional dependence,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.sample.temperature,versus sample temperature,,,,,owl:Class,subclass,versus sample state,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.sample.pressure,versus sample pressure,,,,,owl:Class,subclass,versus sample state,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.sample.magnetic.field,versus sample magnetic field,,,,,owl:Class,subclass,versus sample state,,,,,,,
http://purl.org/ExPaNDS/PaNTO#versus.sample.electric.field,versus sample electric field,,,,,owl:Class,subclass,versus sample state,,,,,,,
http://purl.org/ExPaNDS/PaNTO#defined.by.purpose,defined by purpose,,,A technique defined by its goal or purpose,,owl:Class,subclass,photon and neutron technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.spatial.map,obtain spatial map,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.high.resolution.spatial.map,obtain high resolution spatial map,,,,,owl:Class,subclass,obtain spatial map,,,,,,,
http://purl.org/ExPaNDS/PaNTO#microscopy,microscopy,,,,https://en.wikipedia.org/wiki/Microscopy,owl:Class,subclass,obtain high resolution spatial map,imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.ultrahigh.resolution.spatial.map,obtain ultrahigh resolution spatial map,,,,,owl:Class,subclass,obtain high resolution spatial map,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.3D.spatial.map,obtain 3D spatial map,,,,,owl:Class,subclass,obtain spatial map,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.electronic.ground.state.properties,obtain electronic ground state properties,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.electronic.density.of.states,obtain electronic density of states,,,,,owl:Class,subclass,obtain electronic ground state properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.electronic.density.of.occupied.states,obtain electronic density of occupied states,,,,,owl:Class,subclass,obtain electronic density of states,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.electronic.density.of.unoccupied.states,obtain electronic density of unoccupied states,,,,,owl:Class,subclass,obtain electronic density of states,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.electronic.band.structure,obtain electronic band structure,,,,,owl:Class,subclass,obtain electronic ground state properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.atomic.tensor.properties,obtain atomic tensor properties,,,,,owl:Class,subclass,obtain electronic ground state properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.magnetic.vector,obtain magnetic vector,,,,,owl:Class,subclass,obtain atomic tensor properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.internal.field,obtain internal field,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.charge.quadrupole,obtain charge quadrupole,,,,,owl:Class,subclass,obtain atomic tensor properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.atomic.magnetic.structure,obtain atomic magnetic structure,,,,,owl:Class,subclass,obtain electronic ground state properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.charge.density,obtain charge density,,,,,owl:Class,subclass,obtain electronic ground state properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.magnetic.density,obtain magnetic density,,,,,owl:Class,subclass,obtain electronic ground state properties,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.atomic.structure,obtain atomic structure,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#crystallography,crystallography,obtain crystal structure,,,,owl:Class,subclass,obtain atomic structure,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.local.coordination,obtain local coordination,,,,,owl:Class,subclass,obtain atomic structure,,,,,,,
http://purl.org/ExPaNDS/PaNTO#obtain.dynamics,obtain dynamics,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#therapy,therapy,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#drug.fragment.binding,drug fragment binding,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#time.dependent.study,time dependent study,time resolved study,,,,owl:Class,subclass,obtain dynamics,versus time,,,,,,
http://purl.org/ExPaNDS/PaNTO#characterize.excitations,characterize excitations,,,,,owl:Class,subclass,obtain dynamics,,,,,,,
http://purl.org/ExPaNDS/PaNTO#characterize.electronic.excitations,characterize electronic excitations,,,,,owl:Class,subclass,characterize excitations,,,,,,,
http://purl.org/ExPaNDS/PaNTO#characterize.magnetic.excitations,characterize magnetic excitations,,,,,owl:Class,subclass,characterize electronic excitations,,,,,,,
http://purl.org/ExPaNDS/PaNTO#characterize.lattice.excitations,characterize lattice excitations,,,,,owl:Class,subclass,characterize excitations,,,,,,,
http://purl.org/ExPaNDS/PaNTO#absorption.contrast.imaging,absorption contrast imaging,,,Absorption Contrast Imaging,,owl:Class,subclass,absorption technique,imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#angle.resolved.photoemission.spectroscopy,angle resolved photoemission spectroscopy,ARPES,,Angle resolved photoemission spectroscopy,https://en.wikipedia.org/wiki/Angle-resolved_photoemission_spectroscopy,owl:Class,subclass,photoelectron emission,photon probe,versus emission momentum,obtain electronic band structure,,,,
http://purl.org/ExPaNDS/PaNTO#dichroism,dichroism,,,Any technique that depends essentially on probe polarization,,owl:Class,subclass,versus polarization,,,,,,,
http://purl.org/ExPaNDS/PaNTO#dichroism.spectroscopy,dichroism spectroscopy,,,,,owl:Class,subclass,dichroism,spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#emission.spectroscopy,emission spectroscopy,,,,,owl:Class,subclass,emission technique,versus emitted energy,,,,,,
http://purl.org/ExPaNDS/PaNTO#photoemission.spectroscopy,photoemission spectroscopy,,,,https://en.wikipedia.org/wiki/Photoemission_spectroscopy,owl:Class,subclass,emission spectroscopy,photoelectron emission,,,,,,
http://purl.org/ExPaNDS/PaNTO#fluorescence.luminescence,fluorescence luminescence,,,,,owl:Class,subclass,visible photon emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.fluorescence.spectroscopy,x-ray fluorescence spectroscopy,,,,,owl:Class,subclass,x-ray probe,x-ray emission technique,versus incident energy,,,,,
http://purl.org/ExPaNDS/PaNTO#fluorescence.tomography,fluorescence tomography,,,,,owl:Class,subclass,photon emission technique,tomography,,,,,,
http://purl.org/ExPaNDS/PaNTO#gamma.spectroscopy,gamma spectroscopy,,,,https://en.wikipedia.org/wiki/Gamma_spectroscopy,owl:Class,subclass,gamma-ray emission techique,spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#grazing.incidence.diffraction,grazing incidence diffraction,,,,https://en.wikipedia.org/wiki/Grazing_incidence_diffraction,owl:Class,subclass,low surface momentum transfer scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#grazing.incidence.small.angle.scattering,grazing incidence small angle scattering,GISAS,grazing incidence SAS,,,owl:Class,subclass,grazing incidence diffraction,low momentum transfer scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#neutron.powder.diffraction,neutron powder diffraction,NPD,,A neutron powder diffraction technique,,owl:Class,subclass,neutron probe,powder diffraction,neutron diffraction,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.powder.diffraction,x-ray powder diffraction,XPD,,,,owl:Class,subclass,powder diffraction,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.single.crystal.diffraction,x-ray single crystal diffraction,single crystal x-ray diffraction,SXRD,,,owl:Class,subclass,x-ray probe,single crystal diffraction,,,,,,
http://purl.org/ExPaNDS/PaNTO#hard.x-ray.photoelectron.spectroscopy,hard x-ray photoelectron spectroscopy,HAXPES,hard photoelectron spectroscopy,,,owl:Class,subclass,hard x-ray probe,photoelectron emission,versus emitted energy,,,,,
http://purl.org/ExPaNDS/PaNTO#high.resolution.photoelectron.spectroscopy,high resolution photoelectron spectroscopy,,,,,owl:Class,subclass,x-ray probe,photoelectron emission,versus emitted energy,high energy resolution emission technique,,,,
http://purl.org/ExPaNDS/PaNTO#holography,holography,,,,https://en.wikipedia.org/wiki/Holography,owl:Class,subclass,reference beam,imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#imaging,imaging,,,,,owl:Class,subclass,obtain spatial map,,,,,,,
http://purl.org/ExPaNDS/PaNTO#inelastic.SAS,inelastic SAS,,,,,owl:Class,subclass,inelastic scattering,low momentum transfer scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#inelastic.scattering.spectroscopy,inelastic scattering spectroscopy,,,,,owl:Class,subclass,inelastic scattering,versus energy loss,,,,,,
http://purl.org/ExPaNDS/PaNTO#infrared.spectroscopy,infrared spectroscopy,IR spectroscopy,,,,owl:Class,subclass,IR photon probe,spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#infrared.microspectroscopy,infrared microspectroscopy,,,,,owl:Class,subclass,infrared spectroscopy,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#luminescence,luminescence,,,,,owl:Class,subclass,visible photon emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#fluorescence.imaging,fluorescence imaging,,,,,owl:Class,subclass,photon emission technique,imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#fluorescence.microscopy,fluorescence microscopy,microfluorescence,Micro XRF,,,owl:Class,subclass,fluorescence imaging,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#muon.spectroscopy,muon spectroscopy,,,,,owl:Class,subclass,muon probe,muon spin resonance,versus time,obtain internal field,,,,
http://purl.org/ExPaNDS/PaNTO#optical.spectroscopy,optical spectroscopy,,,,,owl:Class,subclass,visible photon probe,versus energy,,,,,,
http://purl.org/ExPaNDS/PaNTO#phase.contrast.imaging,phase contrast imaging,,,,,owl:Class,subclass,refraction technique,imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#photon.correlation.spectroscopy,photon correlation spectroscopy,PCS,,,,owl:Class,subclass,coherent diffraction,versus momentum transfer,versus time,,,,,
http://purl.org/ExPaNDS/PaNTO#polarised.reflectivity,polarised reflectivity,,,,,owl:Class,subclass,reflection technique,versus momentum transfer,versus polarization,,,,,
http://purl.org/ExPaNDS/PaNTO#spin.echo..scattering,spin echo  scattering,,,,,owl:Class,subclass,neutron probe,spin echo technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#quasielastic.neutron.spin.echo.scattering,quasielastic neutron spin echo scattering,quasi elastic spin echo,quasielastic spin echo,,,owl:Class,subclass,spin echo  scattering,quasielastic scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#reflectometry,reflectometry,reflectivity,,,,owl:Class,subclass,reflection technique,versus momentum transfer,,,,,,
http://purl.org/ExPaNDS/PaNTO#resonant.diffraction,resonant diffraction,anomalous scattering,anomalous diffraction,,,owl:Class,subclass,atomic scale diffraction,atomic core excitation,resonant scattering,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.transmission microscopy,scanning transmission microscopy,STM,,,,owl:Class,subclass,absorption technique,verus position,scanning probe,microscopy,,,,
http://purl.org/ExPaNDS/PaNTO#small.angle.scattering,small angle scattering,SAS,small angle diffraction,,,owl:Class,subclass,low momentum transfer scattering,diffraction,,,,,,
http://purl.org/ExPaNDS/PaNTO#spectroscopy,spectroscopy,,,,https://en.wikipedia.org/wiki/Spectroscopy,owl:Class,subclass,versus energy,,,,,,,
http://purl.org/ExPaNDS/PaNTO#spin.echo.resolved.grazing.incidence.scattering,spin echo resolved grazing incidence scattering,,,,,owl:Class,subclass,spin echo  scattering,low surface momentum transfer scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#spin.echo.small.angle.scattering,spin echo small angle scattering,spin echo SANS,,,,owl:Class,subclass,spin echo  scattering,low momentum transfer scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#surface.diffraction,surface diffraction,,,,,owl:Class,subclass,atomic scale diffraction 2D surface or film,,,,,,,
http://purl.org/ExPaNDS/PaNTO#tomography,tomography,,,,,owl:Class,subclass,obtain 3D spatial map,,,,,,,
http://purl.org/ExPaNDS/PaNTO#UV.VUV.spectroscopy,UV VUV spectroscopy,,,,,owl:Class,subclass,UV photon probe,spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#UV.and.visible.circular.dichroism.spectroscopy,UV and visible circular dichroism spectroscopy,,,,,owl:Class,subclass,UV visible photon probe,dichroism spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#UV.circular.dichroism,UV circular dichroism,UVCD,,,,owl:Class,subclass,circular dichroism,UV photon probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#ultra.small.angle.scattering,ultra small angle scattering,USAS,,,,owl:Class,subclass,ultra low momentum transfer scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#wide.angle.scattering,wide angle scattering,,,,,owl:Class,subclass,high momentum transfer scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#absorption.spectroscopy,absorption spectroscopy,,,,,owl:Class,subclass,absorption technique,spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#diffraction.imaging,diffraction imaging,topography,,,,owl:Class,subclass,diffraction,imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.magnetic.circular.dichroism,x-ray magnetic circular dichroism,XMCD,,,,owl:Class,subclass,x-ray probe,versus photon circlar polarization,absorption technique,magnetism technique,dichroism,,,
http://purl.org/ExPaNDS/PaNTO#linear.dichroism,linear dichroism,LD,,,,owl:Class,subclass,absorption technique,versus photon linear polarization,dichroism,,,,,
http://purl.org/ExPaNDS/PaNTO#natural.linear.dichroism,natural linear dichroism,,,,,owl:Class,subclass,linear dichroism,,,,,,,
